,0,1
0,0.9315621605948212,0.9330672554398175
1,0.42291082545263814,0.26447828285953345
2,0.9797463416142167,0.3263757787937469
3,0.7454504417925641,0.9471573825140315
4,0.5908737896709971,0.8175858044392165
5,0.6390045977659767,0.5250495679865941
6,0.5476268864741959,0.34352348253259835
7,0.1620152189286278,0.8971915634111159
8,0.5464442443218851,0.8493263931624262
9,0.006052109201594158,0.09700114303423624
10,0.06599220108126469,0.3218741628667545
11,0.1645992850164545,0.5385718792559154
12,0.40823368317328945,0.2927439775680387
13,0.5316249362239861,0.2536840099026605
14,0.8608600634979229,0.21114595771105138
15,0.33689229053430636,0.1302348127752322
16,0.4121065581893819,0.9557160195168296
17,0.11992810934275644,0.6441343757924664
18,0.3726747032272679,0.5837610314917506
19,0.3993597713937971,0.3482160964900708
