,0,1
0,0.7737320714582293,0.6884996910963062
1,0.6721182231291218,0.3957025336162141
2,0.41362233201676923,0.9804193066695492
3,0.5300923593527801,0.727341972878481
4,0.8022220671376817,0.49675100068419575
5,0.7956283976121986,0.1757378710038593
6,0.3405983854645026,0.2583560865351249
7,0.23910723358293773,0.9198083150212275
8,0.3764717903825875,0.9262115070513639
9,0.5324570216565918,0.7268964887553274
10,0.1818557977392723,0.7168836740559535
11,0.7253811476478396,0.13729764543377587
12,0.32218598967031176,0.040351235921930684
13,0.22790381704456653,0.1799518328725388
14,0.05046778999930712,0.39772258718615905
15,0.8119914475617406,0.9504139930125991
16,0.5348137176685019,0.37021727459786646
17,0.704644397823216,0.44910514565035375
18,0.9887045004583128,0.7406063370698186
19,0.6254177003184316,0.7012369182039138
