,0,1
0,0.09177760595510831,0.9660865982893392
1,0.045463138302411554,0.15684630094083774
2,0.5139028706659808,0.8743181670337216
3,0.00976303865719208,0.8911008851762265
4,0.17208225859001725,0.03413410129861971
5,0.14826342976015017,0.7925549432884543
6,0.23101932999345653,0.2797575812616889
7,0.890378947515133,0.23281254741392754
8,0.6170994133478699,0.7770568829426804
9,0.26854177655195643,0.4811879720164629
10,0.4639299347296324,0.8172933767366378
11,0.8953220275925278,0.4324751226210468
12,0.32390234493037307,0.33369014480830417
13,0.042806802303927416,0.5261016697952415
14,0.7524899113718547,0.6224049882762538
15,0.07522412704302961,0.847286001741147
16,0.01498645322753167,0.9350136439601037
17,0.4375628655948952,0.3912973074214049
18,0.8511977985336756,0.8173126436083575
19,0.47966143836848285,0.12394958753390573
