,0,1
0,0.13883762982991954,0.43981550261962077
1,0.7549463222836225,0.3043486389312525
2,0.3186122706933845,0.9100645915280617
3,0.7548844802242617,0.6287757193778611
4,0.08560526497163357,0.07786761014370303
5,0.24109117267861224,0.14159504123760214
6,0.9370158766454353,0.19774456687811592
7,0.29518118414868055,0.6180447974654931
8,0.07921321428597494,0.7306238720963492
9,0.2964579397776008,0.8155909385277855
10,0.6451828991222106,0.8123328682629039
11,0.941521914469634,0.21209720300072343
12,0.08205780668622953,0.6746249030538836
13,0.5772621324628062,0.18827925276536828
14,0.08926845064560718,0.7610613935272775
15,0.5359327025242123,0.7993934928030615
16,0.6085384209002835,0.07151099768909874
17,0.9670824702765662,0.15910970803559954
18,0.7038745128412225,0.801448459913788
19,0.1808665670672681,0.06953387105894338
