,0,1
0,0.9814087470326787,0.741363689270811
1,0.304661291918923,0.7564152339501851
2,0.2078353554777631,0.25083674245141296
3,0.7896577227749311,0.3858431149492425
4,0.7655084433632916,0.8703023169254271
5,0.07524247626402414,0.15725427567191375
6,0.8728253972292902,0.09651056975069838
7,0.2725428844211446,0.7706836708117707
8,0.4395969643238936,0.7545551550381132
9,0.9245835757390796,0.3994065775393765
10,0.30636112131509596,0.42639417082013853
11,0.43527490218487563,0.5493810082273194
12,0.508181730997848,0.27648655525617405
13,0.45911324551907773,0.6153418676833331
14,0.1759370246801728,0.12302476317934352
15,0.41618048241959194,0.9449315451554419
16,0.6660096562346924,0.08121600719511746
17,0.587984807366401,0.09038709135758927
18,0.5207198480978102,0.9563676469065774
19,0.804879237174137,0.9254279735645564
