,0,1
0,0.5078957810047249,0.4703591256671761
1,0.9033278708436431,0.09288241901289318
2,0.6102895989530742,0.8052559799123986
3,0.18660223862022884,0.5689026226500246
4,0.7498588627316991,0.556292050526557
5,0.6341472757728086,0.030558857963277286
6,0.255782021458301,0.06454452917337794
7,0.38348461020278324,0.8735355539856434
8,0.816967249956013,0.09926642080419512
9,0.7848287103701435,0.7796911955300724
10,0.008259111603834635,0.9692147460368973
11,0.2909762017571995,0.9756688310031691
12,0.37822597132174174,0.5797634904120713
13,0.7548674553941038,0.7002444459496708
14,0.8098080189167303,0.9405319890356326
15,0.9860536621667061,0.4752875638520655
16,0.49148094241012297,0.5438116499795245
17,0.9749684194645918,0.5848777744265645
18,0.5804231004604545,0.8539785465047293
19,0.05994162925906077,0.2137334322243467
